x-axis,1,2
second,Volt,Volt
-11.50000E-06,,
-11.48850E-06,-42.67594218E-03,-43.41958940E-03
-11.47700E-06,-22.57543989E-03,-46.68592103E-03
-11.46550E-06,-22.57543989E-03,-42.66582057E-03
-11.45400E-06,-22.57543989E-03,-46.68592103E-03
-11.44250E-06,-22.57543989E-03,-41.66079545E-03
-11.43100E-06,-11.26890734E-03,-44.67587080E-03
-11.41950E-06,-26.34428407E-03,-46.68592103E-03
-11.40800E-06,-22.57543989E-03,-46.68592103E-03
-11.39650E-06,-42.67594218E-03,-46.68592103E-03
-11.38500E-06,-42.67594218E-03,-46.68592103E-03
-11.37350E-06,-42.67594218E-03,-45.42963963E-03
-11.36200E-06,-42.67594218E-03,-46.43466475E-03
-11.35050E-06,-42.67594218E-03,-46.68592103E-03
-11.33900E-06,-35.13825382E-03,-46.68592103E-03
-11.32750E-06,-22.57543989E-03,-46.68592103E-03
-11.31600E-06,-25.08800267E-03,-46.43466475E-03
-11.30450E-06,-22.57543989E-03,-42.66582057E-03
-11.29300E-06,-31.36940964E-03,-44.67587080E-03
-11.28150E-06,-46.44478636E-03,-43.67084568E-03
-11.27000E-06,-42.67594218E-03,-46.68592103E-03
-11.25850E-06,-42.67594218E-03,-42.66582057E-03
-11.24700E-06,-42.67594218E-03,-46.68592103E-03
-11.23550E-06,-42.67594218E-03,-46.68592103E-03
-11.22400E-06,-42.67594218E-03,-46.68592103E-03
-11.21250E-06,-42.67594218E-03,-43.41958940E-03
-11.20100E-06,-22.57543989E-03,-46.68592103E-03
-11.18950E-06,-22.57543989E-03,-45.42963963E-03
-11.17800E-06,-25.08800267E-03,-42.66582057E-03
-11.16650E-06,-22.57543989E-03,-42.66582057E-03
-11.15500E-06,-42.67594218E-03,-42.66582057E-03
-11.14350E-06,-42.67594218E-03,-42.66582057E-03
-11.13200E-06,-60.26388169E-03,-46.68592103E-03
-11.12050E-06,-56.49503751E-03,-46.68592103E-03
-11.10900E-06,-42.67594218E-03,-46.68592103E-03
-11.09750E-06,-42.67594218E-03,-46.68592103E-03
-11.08600E-06,-42.67594218E-03,-46.68592103E-03
-11.07450E-06,-42.67594218E-03,-43.41958940E-03
-11.06300E-06,-35.13825382E-03,-44.42461452E-03
-11.05150E-06,-40.16337940E-03,-42.66582057E-03
-11.04000E-06,-25.08800267E-03,-42.66582057E-03
-11.02850E-06,-22.57543989E-03,-42.66582057E-03
-11.01700E-06,-22.57543989E-03,-42.66582057E-03
-11.00550E-06,-42.67594218E-03,-50.70602149E-03
