x-axis,1,2
second,Volt,Volt
-3.380000E-06,-25.288944831E-03,-13.492442667E-03
-3.375000E-06,-19.761306699E-03,-5.452241749E-03
-3.370000E-06,-25.288944831E-03,-12.989930110E-03
-3.365000E-06,-19.761306699E-03,-5.452241749E-03
-3.360000E-06,-17.248743912E-03,-13.492442667E-03
-3.355000E-06,-27.801507618E-03,-13.492442667E-03
-3.350000E-06,-10.716080666E-03,-21.030131029E-03
-3.345000E-06,-27.801507618E-03,-5.452241749E-03
-3.340000E-06,-10.716080666E-03,-21.532643586E-03
-3.335000E-06,-34.836683422E-03,-5.452241749E-03
-3.330000E-06,-9.208542993E-03,-13.492442667E-03
-3.325000E-06,-34.836683422E-03,-13.492442667E-03
-3.320000E-06,-10.716080666E-03,-13.492442667E-03
-3.315000E-06,-34.836683422E-03,-5.452241749E-03
-3.310000E-06,-10.716080666E-03,-21.532643586E-03
-3.305000E-06,-34.836683422E-03,-5.452241749E-03
-3.300000E-06,-11.721105780E-03,-13.492442667E-03
-3.295000E-06,-25.288944831E-03,-5.452241749E-03
-3.290000E-06,-19.761306699E-03,-13.492442667E-03
-3.285000E-06,-25.288944831E-03,-13.492442667E-03
-3.280000E-06,-27.801507618E-03,-5.452241749E-03
-3.275000E-06,-25.288944831E-03,-13.492442667E-03
-3.270000E-06,-27.801507618E-03,-13.492442667E-03
-3.265000E-06,-17.248743912E-03,-12.989930110E-03
-3.260000E-06,-27.801507618E-03,-5.452241749E-03
-3.255000E-06,-10.716080666E-03,-13.492442667E-03
-3.250000E-06,-34.836683422E-03,-5.452241749E-03
-3.245000E-06,-10.716080666E-03,-13.492442667E-03
-3.240000E-06,-34.836683422E-03,-5.452241749E-03
-3.235000E-06,-3.680904862E-03,-21.532643586E-03
-3.230000E-06,-34.836683422E-03,-5.452241749E-03
-3.225000E-06,-3.680904862E-03,-13.492442667E-03
-3.220000E-06,-33.329145750E-03,-12.989930110E-03
-3.215000E-06,-11.721105780E-03,-13.492442667E-03
-3.210000E-06,-25.288944831E-03,-12.989930110E-03
-3.205000E-06,-11.721105780E-03,-13.492442667E-03
-3.200000E-06,-25.288944831E-03,-12.989930110E-03
-3.195000E-06,-19.761306699E-03,-13.492442667E-03
-3.190000E-06,-18.756281585E-03,-13.492442667E-03
-3.185000E-06,-27.801507618E-03,-5.452241749E-03
-3.180000E-06,-17.248743912E-03,-13.492442667E-03
-3.175000E-06,-27.801507618E-03,-5.452241749E-03
-3.170000E-06,-10.716080666E-03,-13.492442667E-03
-3.165000E-06,-27.801507618E-03,-5.452241749E-03
