x-axis,1,2
second,Volt,Volt
-4.380000E-06,-48.115583137E-03,-24.466097355E-03
-4.374000E-06,-48.115583137E-03,-4.365595058E-03
-4.368000E-06,-48.115583137E-03,-24.466097355E-03
-4.362000E-06,-43.090457562E-03,-24.466097355E-03
-4.356000E-06,-48.115583137E-03,-24.466097355E-03
-4.350000E-06,-48.115583137E-03,-24.466097355E-03
-4.344000E-06,-63.190959860E-03,-24.466097355E-03
-4.338000E-06,-48.115583137E-03,-24.466097355E-03
-4.332000E-06,-48.115583137E-03,-24.466097355E-03
-4.326000E-06,-48.115583137E-03,-24.466097355E-03
-4.320000E-06,-48.115583137E-03,-4.365595058E-03
-4.314000E-06,-63.190959860E-03,-15.672127600E-03
-4.308000E-06,-28.015080839E-03,-24.466097355E-03
-4.302000E-06,-48.115583137E-03,-4.365595058E-03
-4.296000E-06,-48.115583137E-03,-24.466097355E-03
-4.290000E-06,-48.115583137E-03,-4.365595058E-03
-4.284000E-06,-31.783925020E-03,-24.466097355E-03
-4.278000E-06,-43.090457562E-03,-11.903283419E-03
-4.272000E-06,-31.783925020E-03,-24.466097355E-03
-4.266000E-06,-43.090457562E-03,-24.466097355E-03
-4.260000E-06,-48.115583137E-03,-4.365595058E-03
-4.254000E-06,-28.015080839E-03,-24.466097355E-03
-4.248000E-06,-48.115583137E-03,-24.466097355E-03
-4.242000E-06,-28.015080839E-03,-24.466097355E-03
-4.236000E-06,-48.115583137E-03,-4.365595058E-03
-4.230000E-06,-48.115583137E-03,-24.466097355E-03
-4.224000E-06,-48.115583137E-03,-24.466097355E-03
-4.218000E-06,-48.115583137E-03,-4.365595058E-03
-4.212000E-06,-48.115583137E-03,-15.672127600E-03
-4.206000E-06,-63.190959860E-03,-4.365595058E-03
-4.200000E-06,-48.115583137E-03,-24.466097355E-03
-4.194000E-06,-48.115583137E-03,-24.466097355E-03
-4.188000E-06,-48.115583137E-03,-24.466097355E-03
-4.182000E-06,-48.115583137E-03,-24.466097355E-03
-4.176000E-06,-68.216085434E-03,-24.466097355E-03
-4.170000E-06,-28.015080839E-03,-24.466097355E-03
-4.164000E-06,-48.115583137E-03,-4.365595058E-03
-4.158000E-06,-31.783925020E-03,-24.466097355E-03
-4.152000E-06,-48.115583137E-03,-4.365595058E-03
-4.146000E-06,-48.115583137E-03,-15.672127600E-03
-4.140000E-06,-48.115583137E-03,-4.365595058E-03
-4.134000E-06,-48.115583137E-03,-15.672127600E-03
-4.128000E-06,-48.115583137E-03,-24.466097355E-03
-4.122000E-06,-63.190959860E-03,-24.466097355E-03
